IDENTIFYER,Location,Authors,year,Journal,Species,Family,N_fix,Growth_Habit,Koppen,Lat,Long,MAP,MAT,EVAP,DryIND,Elevation,Land_system,Narea,WUEi,Aarea,gsarea,Log10Narea,Log10WUEi,Log10A,Log10gs,SLA,LMA,Log10SLA
1219,M,Reich,1999,Ecology,Caulophyllum thalictroides,Berberidaceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.37,44,5.9,0.134,0.136534055,1.643747213,0.770852012,-0.872895202,42.5,23.52941176,1.62838893
1220,H,Reich,1999,Ecology,Cecropia ficifolia,Urticaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.71,7.8,17.7,2.272,0.23252866,0.891564939,1.247973266,0.356408327,14.46,69.15629322,1.160168293
1221,M,Reich,1999,Ecology,Celtis occidentalis,Cannabaceae,N,Ev. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.98,24.1,9.7,0.403,0.295612531,1.381466688,0.986771734,-0.394694954,12.1,82.6446281,1.08278537
1222,M,Reich,1999,Ecology,Chamaedaphne calyculata,Ericaceae,N,Ev. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.04,20.4,6.1,0.299,0.015066209,1.309658647,0.785329835,-0.524328812,11.494253,86.99999904,1.060480752
1223,H,Reich,1999,Ecology,Clidemia sericea,Melastomataceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.31,15.2,9.1,0.597,0.11573687,1.183067061,0.959041392,-0.224025669,12.64,79.11392405,1.101747074
1224,M,Reich,1999,Ecology,Cornus racemosa,Cornaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.18,28,7,0.25,0.071462891,1.447158031,0.84509804,-0.602059991,12.3,81.30081301,1.089905111
1225,M,Reich,1999,Ecology,Dentaria laciniata,Brassicaceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.78,62.6,14.2,0.227,0.25151942,1.796262487,1.152288344,-0.643974143,29.7,33.67003367,1.472756449
1226,M,Reich,1999,Ecology,Echinacea purpurea,Asteraceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.17,20.4,9.8,0.48,0.067188131,1.308653326,0.989894564,-0.318758763,12.85,77.82101167,1.108903128
1229,M,Reich,1999,Ecology,Erythronium americanum,Liliaceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.89,33.1,11.9,0.359,0.276896316,1.520452513,1.075546961,-0.444905551,22.2,45.04504505,1.346352974
1230,K,Reich,1999,Ecology,Eupatorium rugesum,Asteraceae,N,Forb,C,35,-83.5,1915,10.9,963,0.5,850,Natural,0.84,30.6,6.9,0.224,-0.077886776,1.485442553,0.835690571,-0.649751982,46.9,21.32196162,1.671172843
1231,M,Reich,1999,Ecology,Fraxinus americana,Oleaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.43,21.1,8.6,0.408,0.156786104,1.323838288,0.934498451,-0.389339837,13.8,72.46376812,1.139879086
1232,K,Reich,1999,Ecology,Galax aphylla,Diapensiaceae,N,Forb,C,35,-83.5,1915,10.9,963,0.5,850,Natural,0.71,56.3,4.9,0.087,-0.147520006,1.750676827,0.69019608,-1.060480747,12.5,80,1.096910013
1233,H,Reich,1999,Ecology,Goupia glabra,Goupiaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.16,26.2,7.9,0.3,0.065367796,1.417748402,0.894869657,-0.522878745,12.99,76.98229407,1.113609151
1234,J,Reich,1999,Ecology,Gutierrezia sarothrae,Asteraceae,N,Forb,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,4.96,22.9,14.7,0.641,0.695131299,1.360459305,1.167317335,-0.19314197,3.3898305,295.0000007,0.530177983
1235,K,Reich,1999,Ecology,Helianthus microcephalus,Asteraceae,N,Forb,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.04,19.6,10.5,0.536,0.01862757,1.292024509,1.021189299,-0.27083521,25.1,39.84063745,1.399673721
1236,M,Reich,1999,Ecology,Ilex verticillata,Aquifoliaceae,N,Ev. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.4,30.7,6.6,0.215,0.14745988,1.487105476,0.819543936,-0.66756154,11.037528,90.59999667,1.042871818
1237,M,Reich,1999,Ecology,Juglans nigra,Juglandaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,0.97,35.8,5.8,0.162,-0.013008128,1.553912979,0.763427994,-0.790484985,30.5,32.78688525,1.484299839
1238,J,Reich,1999,Ecology,Juniperus monosperma,Cupressaceae,N,Gymnosperm,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,9.14,51,7.7,0.151,0.960975892,1.707513778,0.886490725,-0.821023053,1.28,781.25,0.10720997
1239,K,Reich,1999,Ecology,Kalmia latifolia,Ericaceae,N,Ev. Ang.,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.22,27.9,4.8,0.172,0.085266032,1.44571279,0.681241237,-0.764471553,9.45,105.8201058,0.975431809
1240,M,Reich,1999,Ecology,Larix decidua,Pinaceae,N,Gymnosperm,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.51,35.6,8.9,0.25,0.179204494,1.551449998,0.949390007,-0.602059991,13.9,71.94244604,1.1430148
1241,M,Reich,1999,Ecology,Larix laricina,Pinaceae,N,Gymnosperm,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.72,15.1,6.7,0.445,0.234517285,1.177714792,0.826074803,-0.351639989,8.3333333,120.0000005,0.920818752
1242,J,Reich,1999,Ecology,Larrea tridentata,Zygophyllaceae,N,Ev. Ang.,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,4.9,55.5,18.3,0.33,0.690106544,1.74393715,1.26245109,-0.48148606,3.96,252.5252525,0.597695186
1243,H,Reich,1999,Ecology,Licania heteromorpha,Chrysobalanaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.93,21.1,8,0.378,0.285928288,1.324511092,0.902002891,-0.4225082,6.73,148.5884101,0.828015064
1244,K,Reich,1999,Ecology,Liriodendron tulipifera,Magnoliaceae,N,Dec. Ang.,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.36,22.7,10.2,0.45,0.132764074,1.355387658,1.008600172,-0.346787486,16.5,60.60606061,1.217483944
1245,M,Reich,1999,Ecology,Lonicera bella,Caprifoliaceae,N,Ev. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.58,30.6,9.8,0.32,0.199572355,1.486076097,0.991226076,-0.494850022,12,83.33333333,1.079181246
1247,H,Reich,1999,Ecology,Manihot esculenta,Euphorbiaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.45,14.9,16.9,1.132,0.160392482,1.174040278,1.227886705,0.053846427,27.51,36.35041803,1.43949059
1248,H,Reich,1999,Ecology,Miconia dispar,Melastomataceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.76,10.2,10.3,1.009,0.245709374,1.008524209,1.012415375,0.003891166,9.03,110.7419712,0.95568775
1249,H,Reich,1999,Ecology,Micrandra sprucei,Euphorbiaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.85,24.9,7.4,0.298,0.267010908,1.396187641,0.870403905,-0.525783736,5.84,171.2328767,0.766412847
1250,H,Reich,1999,Ecology,Neea obovata,Nyctaginaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.78,13.4,6.4,0.479,0.251559158,1.125844461,0.806179974,-0.319664487,10.31,96.99321048,1.013258665
1251,H,Reich,1999,Ecology,Ocotea costulata,Lauraceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.95,17.9,5.9,0.329,0.290730039,1.252919397,0.770115295,-0.482804102,7.68,130.2083333,0.88536122
1254,M,Reich,1999,Ecology,Picea glauca,Pinaceae,N,Gymnosperm,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,3.54,34.6,6.6,0.19,0.549353641,1.538811769,0.81756537,-0.721246399,3.5,285.7142857,0.544068044
1255,M,Reich,1999,Ecology,Pinus banksiana,Pinaceae,N,Gymnosperm,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,3.02,32.7,7.6,0.231,0.480637828,1.514909816,0.878521796,-0.63638802,4.1,243.902439,0.612783857
1256,J,Reich,1999,Ecology,Pinus edulis,Pinaceae,N,Gymnosperm,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,4.33,39.8,4.1,0.103,0.636139781,1.599946632,0.612783857,-0.987162775,2.45,408.1632653,0.389166084
1259,K,Reich,1999,Ecology,Pinus rigida,Pinaceae,N,Gymnosperm,C,35,-83.5,1915,10.9,963,0.5,850,Natural,2.37,35.6,11.3,0.317,0.37514913,1.552019181,1.053078443,-0.498940738,4.89,204.4989775,0.689308859
1261,K,Reich,1999,Ecology,Pinus strobus,Pinaceae,N,Gymnosperm,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.47,30.1,6,0.198,0.166545941,1.478581069,0.77524626,-0.70333481,9.2,108.6956522,0.963787827
1262,M,Reich,1999,Ecology,Pinus strobus,Pinaceae,N,Gymnosperm,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,2.3,29.7,6.1,0.205,0.361217202,1.472149718,0.783903579,-0.688246139,7.4,135.1351351,0.86923172
1263,K,Reich,1999,Ecology,Podophyllum peltatum,Berberidaceae,N,Forb,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.28,38.5,6.5,0.169,0.1088,1.585026652,0.812913357,-0.772113295,32.3,30.95975232,1.509202522
1264,M,Reich,1999,Ecology,Podophyllum peltatum,Berberidaceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.45,48.2,7.9,0.164,0.160349044,1.682783243,0.897627091,-0.785156152,30.9,32.36245955,1.489958479
1265,M,Reich,1999,Ecology,Populus deltoides,Salicaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,2.15,24.9,14.8,0.595,0.331519318,1.39574475,1.170261715,-0.225483034,11,90.90909091,1.041392685
1266,J,Reich,1999,Ecology,Populus fremontii,Salicaceae,N,Dec. Ang.,B,34.62,-106.9,216,12.9,371,4.77,1580,Natural,1.98,29.1,14.4,0.495,0.296864069,1.463757293,1.158362492,-0.305394801,8.38,119.3317422,0.923244019
1267,M,Reich,1999,Ecology,Populus tremuloides,Salicaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.83,27.6,11.9,0.431,0.261606903,1.441069691,1.075546961,-0.36552273,12.1,82.6446281,1.08278537
1269,H,Reich,1999,Ecology,Protium sp1,Burseraceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,0.99,12.6,4,0.321,-0.003019441,1.098800014,0.605305046,-0.493494968,8.66,115.4734411,0.937517892
1270,H,Reich,1999,Ecology,Protium sp2,Burseraceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,2.16,21.5,8.2,0.381,0.334159414,1.331828328,0.912753304,-0.419075024,8.2,121.9512195,0.913813852
1271,H,Reich,1999,Ecology,Protium sp3,Burseraceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.77,20.7,5.7,0.274,0.248661092,1.316597773,0.754348336,-0.562249437,5.81,172.1170396,0.764176132
1273,K,Reich,1999,Ecology,Quercus coccinea,Fagaceae,N,Dec. Ang.,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.47,28.7,9.7,0.338,0.166164096,1.457855034,0.986771734,-0.4710833,11.8,84.74576271,1.071882007
1275,M,Reich,1999,Ecology,Quercus macrocarpa,Fagaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,2.06,22.7,13.6,0.598,0.314163011,1.356837724,1.133538908,-0.223298816,11.4,87.71929825,1.056904851
1277,H,Reich,1999,Ecology,Retiniphyllum truncatum,Rubiaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,0.82,11.5,5.6,0.49,-0.085521424,1.059540236,0.749736316,-0.30980392,8.28,120.7729469,0.918030337
1278,M,Reich,1999,Ecology,Rhamnus cathartica,Rhamnaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,2,25,11,0.44,0.301029996,1.397940009,1.041392685,-0.356547324,11.5,86.95652174,1.06069784
1279,K,Reich,1999,Ecology,Rhododendron maximum,Ericaceae,N,Ev. Ang.,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.76,50.3,6.8,0.136,0.245189592,1.701517193,0.835056102,-0.866461092,4.89,204.4989775,0.689308859
1280,H,Reich,1999,Ecology,Rhodognaphalopsis humilis,Ericaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.04,8.9,6.2,0.693,0.015876762,0.951658455,0.792391689,-0.159266765,7.52,132.9787234,0.876217841
1284,M,Reich,1999,Ecology,Sanguinaria canadensis,Papaveraceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.67,38,7.9,0.208,0.222659757,1.579563756,0.897627091,-0.681936665,32.1,31.15264798,1.506505032
1285,M,Reich,1999,Ecology,Sarracenia purpurea,Sarraceniaceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.46,20.3,2.9,0.144,0.164114821,1.307020359,0.465382851,-0.841637508,7.8125,128,0.89279003
1286,M,Reich,1999,Ecology,Silphium integrifolium,Asteraceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.43,20.9,10,0.478,0.154606538,1.320572103,1,-0.320572103,11.627907,85.99999983,1.06550155
1287,M,Reich,1999,Ecology,Silphium terebinthinaceum,Asteraceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.08,21.9,13.5,0.615,0.034510851,1.339847169,1.128722284,-0.211124884,13.3,75.18796992,1.123851641
1288,H,Reich,1999,Ecology,Solanum straminifolia,Solanaceae,N,Ev. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.36,8.7,13.5,1.556,0.134799303,0.937358003,1.129367596,0.192009593,28.74,34.7947112,1.458486764
1290,M,Reich,1999,Ecology,Thuja occidentalis,Cupressaceae,N,Gymnosperm,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.69,44.2,7.2,0.163,0.229118458,1.645144892,0.857332496,-0.787812396,4.4843049,223.0000016,0.651695134
1291,M,Reich,1999,Ecology,Trillium grandiflora,Melanthiaceae,N,Forb,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,1.45,11.6,5.8,0.499,0.159981486,1.065327448,0.763427994,-0.301899454,35.7,28.01120448,1.552668216
1292,K,Reich,1999,Ecology,Tsuga canadensis,Pinaceae,N,Gymnosperm,C,35,-83.5,1915,10.9,963,0.5,850,Natural,1.21,39,5.5,0.141,0.083945036,1.591143577,0.740362689,-0.850780887,8.16,122.5490196,0.911690159
1293,M,Reich,1999,Ecology,Ulmus americana,Ulmaceae,N,Dec. Ang.,D,43.03,-89.47,820,7.5,657,0.83,275,Natural,2.3,30.4,13.8,0.454,0.361278023,1.482823234,1.139879086,-0.342944147,8.4,119.047619,0.924279286
1297,H,Reich,1999,Ecology,Vismia japurensis,Hypericaceae,N,Dec. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.56,13.2,12.8,0.975,0.192003237,1.119560408,1.108565024,-0.010995384,10.54,94.87666034,1.022840611
1298,H,Reich,1999,Ecology,Vismia lauriformis,Hypericaceae,N,Dec. Ang.,A,1.93,-67.05,3435,26.2,1652,0.48,120,Natural,1.57,15.5,13.8,0.889,0.194806801,1.190347457,1.139249218,-0.051098239,11.43,87.48906387,1.05804623
1429,N,Sobrado ,1991,Functional Ecology,Humboldtiella arborea,Fabaceae,F,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,1.12,49.3,6.9,0.14,0.049218023,1.692721055,0.838849091,-0.853871964,26.8,37.31343284,1.428134794
1430,N,Sobrado ,1991,Functional Ecology,Lonchocarpus dipteroneurus,Fabaceae,F,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,1.68,52.8,9.4,0.178,0.225309282,1.722707851,0.973127854,-0.749579998,24.2,41.32231405,1.383815366
1433,N,Sobrado ,1991,Functional Ecology,Pithecellobium dulce,Fabaceae,F,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,1.7,38,8.9,0.234,0.230448921,1.580174149,0.949390007,-0.630784143,15.1,66.22516556,1.178976947
1434,N,Sobrado ,1991,Functional Ecology,Pithecellobium ligustrinum,Fabaceae,F,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,2.28,47.2,9.2,0.195,0.357934847,1.673753216,0.963787827,-0.709965389,15.4,64.93506494,1.187520721
1426,N,Sobrado ,1991,Functional Ecology,Beureria cumanensis,Calycanthaceae,N,Dec. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,2.55,36.1,9.9,0.274,0.40654018,1.557884632,0.995635195,-0.562249437,11.6,86.20689655,1.064457989
1427,N,Sobrado ,1991,Functional Ecology,Capparis aristiguetae,Capparaceae,N,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,3.28,32,7.3,0.228,0.515873844,1.505388013,0.86332286,-0.642065153,6.9,144.9275362,0.838849091
1428,N,Sobrado ,1991,Functional Ecology,Capparis verrucosa,Capparaceae,N,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,3.6,45.1,6.9,0.153,0.556302501,1.65415766,0.838849091,-0.815308569,8.9,112.3595506,0.949390007
1431,N,Sobrado ,1991,Functional Ecology,Mansoa verrucifera,Bignoniaceae,N,Dec. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,1.53,46.5,5.9,0.127,0.184691431,1.667048291,0.770852012,-0.896196279,17.5,57.14285714,1.243038049
1432,N,Sobrado ,1991,Functional Ecology,Morisonia americana,Capparaceae,N,Ev. Ang.,A,10.25,-67.33,1034,22.8,1095,1.56,711,Natural,4.04,32.6,7.9,0.242,0.606381365,1.513811725,0.897627091,-0.616184634,6.8,147.0588235,0.832508913
1495,P,Sumbele,2012,AOB plants,Acacia obliguinervia,Mimosaceae,F,Ev. Ang.,C,-36.28,148.97,628,10.3,682,1.36,1400,Natural,5.61,118,11.1,0.094,0.748905359,2.071878301,1.045404276,-1.026474025,4.47331321,223.5479505,0.650629307
1500,R,Sumbele,2012,AOB plants,Bituminaria bituminosa,Fabaceae,F,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,2.62,48.1,37.8,0.784,0.418937953,1.682409314,1.576923944,-0.105485371,14.15044496,70.66915584,1.150770096
1502,R,Sumbele,2012,AOB plants,Cercis siliquastrum,Fabaceae,F,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,2.3,67.5,8.7,0.129,0.362220446,1.829022585,0.938769823,-0.890252762,13.60207646,73.51818696,1.133605212
1508,P,Sumbele,2012,AOB plants,Daviesia mimosoides,Fabaceae,F,Ev. Ang.,C,-36.28,148.97,628,10.3,682,1.36,1400,Natural,5.15,438.8,9.3,0.021,0.712199393,2.642257055,0.969916253,-1.672340801,3.934446234,254.1653744,0.594883615
1516,R,Sumbele,2012,AOB plants,Lotus ornithopodoides,Fabaceae,F,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.06,68.6,17,0.249,0.024318538,1.836053357,1.231709203,-0.604344154,21.5031075,46.50490633,1.332501226
1527,O,Sumbele,2012,AOB plants,Platylobium formosum,Fabaceae,F,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,2.09,117.6,4.1,0.035,0.320362669,2.07035474,0.612772087,-1.457582653,8.515809801,117.4286443,0.930225953
1537,R,Sumbele,2012,AOB plants,Securigera securidaca,Fabaceae,F,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.2,95.8,20,0.208,0.077855923,1.981189457,1.300155387,-0.681034071,23.86422136,41.90373467,1.377747269
1496,R,Sumbele,2012,AOB plants,Anchusa sp.,Boraginaceae,N,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.14,24.1,18.8,0.778,0.057840878,1.381995331,1.273044699,-0.108950631,11.03534236,90.61794075,1.042785811
1497,R,Sumbele,2012,AOB plants,Arbutus unedo,Ericaceae,N,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.27,109,4.5,0.041,0.105294224,2.037385843,0.648400673,-1.38898517,8.634469204,115.8148783,0.936235645
1498,R,Sumbele,2012,AOB plants,Ballota acetabulosa,Lamiaceae,N,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.02,70.8,9.3,0.131,0.00867321,1.850314028,0.967723437,-0.882590591,20.02879448,49.92811729,1.30165481
1503,R,Sumbele,2012,AOB plants,Cionura erecta,Apocynaceae,N,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.34,103.6,13.1,0.126,0.12765924,2.015521596,1.116752983,-0.898768613,17.76472588,56.29132736,1.24955851
1505,O,Sumbele,2012,AOB plants,Correa lawrenciana,Rutaceae,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,1.56,132,4.8,0.036,0.193877735,2.120607445,0.681674263,-1.438933182,12.48869133,80.07244101,1.096516932
1506,O,Sumbele,2012,AOB plants,Correa reflexa,Rutaceae,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,1.42,136,5,0.037,0.153092833,2.133397504,0.69633777,-1.437059734,9.816537214,101.8689155,0.991958317
1509,R,Sumbele,2012,AOB plants,Echinops viscosus,Asteraceae,N,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.24,55.1,19.8,0.36,0.093921908,1.740950019,1.296657982,-0.444292038,9.431263668,106.0303301,0.974569887
1511,P,Sumbele,2012,AOB plants,Eucalyptus pauciflora,Myrtaceae,N,Ev. Ang.,C,-36.28,148.97,628,10.3,682,1.36,1400,Natural,5.37,204.7,15.9,0.078,0.730003384,2.311133631,1.200637735,-1.110495896,3.72196111,268.6755639,0.570771831
1512,O,Sumbele,2012,AOB plants,Eucalyptus radiata,Myrtaceae,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,1.89,108.7,9.2,0.084,0.276398903,2.036316319,0.96246576,-1.073850559,8.798731951,113.6527406,0.944420087
1513,O,Sumbele,2012,AOB plants,Eucalyptus sieberi,Myrtaceae,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,2.64,128.5,4.8,0.038,0.420801441,2.10873807,0.684962375,-1.423775695,4.827610672,207.1418074,0.683732239
1517,R,Sumbele,2012,AOB plants,Malva sylvestris,Malvaceae,N,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,2.09,56.2,31.7,0.564,0.32035483,1.749538963,1.501025374,-0.248513589,20.61543112,48.50735326,1.314192421
1518,R,Sumbele,2012,AOB plants,Olea europaea,Oleaceae,N,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.91,120.7,10.7,0.089,-0.040559541,2.081576807,1.031269475,-1.050307332,13.22792562,75.5976431,1.121491744
1519,O,Sumbele,2012,AOB plants,Olearia lirata,Asteraceae,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,1.28,109.5,6.4,0.059,0.107387722,2.039536869,0.808280653,-1.231256216,17.63297013,56.71194317,1.246325472
1520,P,Sumbele,2012,AOB plants,Olearia megalophylla,Asteraceae,N,Ev. Ang.,C,-36.28,148.97,628,10.3,682,1.36,1400,Natural,2.52,121.2,11.7,0.096,0.401191781,2.083666602,1.066768727,-1.016897875,4.049018867,246.9734108,0.6073498
1522,R,Sumbele,2012,AOB plants,Phlomis fruticosa,Lamiaceae ,N,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.29,79,19.3,0.245,0.111781189,1.897520752,1.286024374,-0.611496378,13.4475573,74.36294766,1.128643404
1523,R,Sumbele,2012,AOB plants,Pistacia lentiscus,Anacardiaceae,N,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.29,110.1,7.9,0.072,0.109372042,2.041694741,0.898050044,-1.143644697,10.40518762,96.10590756,1.017249916
1524,R,Sumbele,2012,AOB plants,Pistacia terebinthus,Anacardiaceae,N,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.94,66.5,15,0.225,0.288617919,1.822907687,1.175692973,-0.647214714,9.0997047,109.893676,0.959027299
1525,R,Sumbele,2012,AOB plants,Platanus orientalis,Platanaceae,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.88,71.8,9,0.125,-0.054589213,1.856124444,0.953034457,-0.903089987,16.94155611,59.02645503,1.228953299
1528,O,Sumbele,2012,AOB plants,Pomaderris aspera,Rhamnaceae,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,2.12,97.7,7.9,0.081,0.325762547,1.989926662,0.897889018,-1.092037645,10.81641013,92.45211566,1.034083146
1529,R,Sumbele,2012,AOB plants,Pyrus amygdaliformis,Rosaceae,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.74,80.8,12,0.149,-0.132088007,1.907457936,1.079297882,-0.828160054,19.72420554,50.69912691,1.29499952
1530,R,Sumbele,2012,AOB plants,Quercus coccifera,Fagaceae,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.25,123.2,9.1,0.074,0.096266965,2.090548263,0.959062329,-1.131485934,12.72944026,78.55804963,1.104809307
1532,R,Sumbele,2012,AOB plants,Quercus ithaburensis,Fagaceae,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.72,148.3,4.3,0.029,-0.143547926,2.171026543,0.629664392,-1.541362151,22.3823798,44.67800158,1.349906261
1533,R,Sumbele,2012,AOB plants,Rosa canina,Rosaceae,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.58,97.5,7.1,0.073,-0.239873185,1.988937159,0.850530145,-1.138407014,22.40945674,44.62401796,1.350431328
1534,R,Sumbele,2012,AOB plants,Rubus fruticosus,Rubiaceae ,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.68,175.3,2.6,0.015,-0.168523667,2.243864499,0.407721292,-1.836143207,17.79635179,56.19129201,1.250330982
1535,O,Sumbele,2012,AOB plants,Rubus sp.,Rubiaceae ,N,Ev. Ang.,C,-37.85,145.73,1318,12.7,599,0.63,400,Natural,1.63,46.8,11,0.235,0.212088002,1.670570194,1.04137519,-0.629195004,18.31817648,54.59058663,1.262882239
1538,R,Sumbele,2012,AOB plants,Smilax aspera,Smilacaceae,N,Ev. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,1.06,121.1,3,0.025,0.025945436,2.083292031,0.473932795,-1.609359236,16.54648555,60.43579447,1.218705764
1539,R,Sumbele,2012,AOB plants,Styrax officinalis,Styracaceae,N,Dec. Ang.,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.7,89.5,7.4,0.083,-0.15633357,1.952059875,0.868513824,-1.083546051,17.54760245,56.98784222,1.244217787
